target_id	length	eff_length	est_counts	tpm
ENSDART00000171117.1	11	8	0	0
ENSDART00000162914.1	10	7	0	0
ENSDART00000161368.1	354	191.768	2	0.164347
ENSDART00000172037.1	344	182.291	1.51764	0.131193
ENSDART00000165410.1	350	188.009	4.48236	0.375695
ENSDART00000163675.1	339	177.548	1	0.0887549
ENSDART00000172374.1	355	192.671	1	0.0817886
ENSDART00000161537.1	377	213.58	0	0
ENSDART00000159235.1	348	186.095	0	0
ENSDART00000171772.1	483	317.186	0	0
ENSDART00000167404.1	357	194.543	0	0
ENSDART00000171344.1	462	296.469	0	0
ENSDART00000168039.1	470	304.341	0	0
ENSDART00000157830.1	431	265.947	0	0
ENSDART00000166182.1	372	208.852	0	0
ENSDART00000167805.1	378	214.553	0	0
ENSDART00000159795.1	419	254.123	0	0
ENSDART00000160202.1	378	214.553	0	0
ENSDART00000163851.1	330	169.05	0	0
ENSDART00000161463.1	417	252.206	0	0
ENSDART00000164491.1	366	203.091	0	0
ENSDART00000158772.1	348	186.095	0	0
ENSDART00000167409.1	420	255.11	0	0
ENSDART00000160204.1	348	186.095	0	0
ENSDART00000167067.1	378	214.553	0	0
ENSDART00000161271.1	334	172.758	0	0
ENSDART00000163938.1	366	203.091	0	0
ENSDART00000161622.1	445	279.743	0	0
ENSDART00000162257.1	426	261.026	0	0
ENSDART00000158119.1	318	157.923	0	0
ENSDART00000169491.1	387	223.217	0	0
ENSDART00000172528.1	396	231.862	0	0
ENSDART00000166253.1	411	246.394	0	0
ENSDART00000160948.1	323	162.546	0	0
ENSDART00000164309.1	390	226.07	0	0
ENSDART00000160996.1	369	205.993	0	0
ENSDART00000166892.1	332	170.889	3	0.276639
ENSDART00000171613.1	393	228.967	0	0
ENSDART00000164961.1	357	194.543	0	0
ENSDART00000164492.1	396	231.862	0	0
ENSDART00000158814.1	396	231.862	0	0
ENSDART00000171201.1	397	232.845	0	0
ENSDART00000164110.1	399	234.769	0	0
ENSDART00000166029.1	381	217.433	0	0
ENSDART00000165676.1	371	207.888	0	0
ENSDART00000163282.1	342	180.407	0	0
ENSDART00000167496.1	346	184.189	0	0
ENSDART00000164659.1	404	239.613	0	0
ENSDART00000164489.1	350	188.009	0	0
ENSDART00000160625.1	413	248.344	1	0.0634533
ENSDART00000169436.1	387	223.217	0	0
ENSDART00000170399.1	380	216.455	0	0
ENSDART00000162378.1	358	195.484	0	0
ENSDART00000169864.1	389	225.138	0	0
ENSDART00000164059.1	336	174.692	1	0.0902061
ENSDART00000168607.1	375	211.698	0	0
ENSDART00000161399.1	381	217.433	0	0
ENSDART00000171483.1	397	232.845	0	0
ENSDART00000171356.1	339	177.548	0	0
ENSDART00000172182.1	413	248.344	0	0
ENSDART00000113019.2	414	249.306	0	0
ENSDART00000170523.1	375	211.698	0	0
ENSDART00000160187.1	385	221.251	1	0.0712235
ENSDART00000114271.3	416	251.25	2	0.125439
ENSDART00000159161.1	423	258.066	0	0
ENSDART00000162061.1	314	154.208	0	0
ENSDART00000166882.1	420	255.11	0	0
ENSDART00000171020.1	383	219.367	0	0
ENSDART00000162456.1	366	203.091	0	0
ENSDART00000160762.1	345	183.235	2	0.172
ENSDART00000170804.1	366	203.091	0	0
ENSDART00000171132.1	338	176.598	0	0
ENSDART00000168177.1	3370	3203.64	1039.73	5.1143
