target_id	length	eff_length	est_counts	tpm
ENSDART00000171117.1	11	4	0	0
ENSDART00000162914.1	10	3	0	0
ENSDART00000161368.1	354	200.799	0	0
ENSDART00000172037.1	344	191.074	0	0
ENSDART00000165410.1	350	196.899	0	0
ENSDART00000163675.1	339	186.213	0	0
ENSDART00000172374.1	355	201.765	0	0
ENSDART00000161537.1	377	223.207	0	0
ENSDART00000159235.1	348	194.958	0	0
ENSDART00000171772.1	483	328.258	0	0
ENSDART00000167404.1	357	203.752	0	0
ENSDART00000171344.1	462	307.31	0	0
ENSDART00000168039.1	470	315.29	0	0
ENSDART00000157830.1	431	276.484	0	0
ENSDART00000166182.1	372	218.31	0	0
ENSDART00000167805.1	378	224.199	0	0
ENSDART00000159795.1	419	264.638	0	0
ENSDART00000160202.1	378	224.199	0	0
ENSDART00000163851.1	330	177.543	0	0
ENSDART00000161463.1	417	262.673	0	0
ENSDART00000164491.1	366	212.425	0	0
ENSDART00000158772.1	348	194.958	0	0
ENSDART00000167409.1	420	265.638	0	0
ENSDART00000160204.1	348	194.958	0	0
ENSDART00000167067.1	378	224.199	0	0
ENSDART00000161271.1	334	181.38	0	0
ENSDART00000163938.1	366	212.425	0	0
ENSDART00000161622.1	445	290.39	0	0
ENSDART00000162257.1	426	271.567	0	0
ENSDART00000158119.1	318	166.128	0	0
ENSDART00000169491.1	387	233.032	0	0
ENSDART00000172528.1	396	241.85	0	0
ENSDART00000166253.1	411	256.734	0	0
ENSDART00000160948.1	323	170.889	0	0
ENSDART00000164309.1	390	235.953	0	0
ENSDART00000160996.1	369	215.382	0	0
ENSDART00000166892.1	332	179.465	7	1.0328
ENSDART00000171613.1	393	238.898	0	0
ENSDART00000164961.1	357	203.752	0	0
ENSDART00000164492.1	396	241.85	0	0
ENSDART00000158814.1	396	241.85	0	0
ENSDART00000171201.1	397	242.834	0	0
ENSDART00000164110.1	399	244.834	0	0
ENSDART00000166029.1	381	227.139	0	0
ENSDART00000165676.1	371	217.332	0	0
ENSDART00000163282.1	342	189.144	0	0
ENSDART00000167496.1	346	193.016	0	0
ENSDART00000164659.1	404	249.768	0	0
ENSDART00000164489.1	350	196.899	0	0
ENSDART00000160625.1	413	258.717	0	0
ENSDART00000169436.1	387	233.032	0	0
ENSDART00000170399.1	380	226.154	0	0
ENSDART00000162378.1	358	204.704	2	0.258703
ENSDART00000169864.1	389	234.977	0	0
ENSDART00000164059.1	336	183.337	0	0
ENSDART00000168607.1	375	221.244	0	0
ENSDART00000161399.1	381	227.139	0	0
ENSDART00000171483.1	397	242.834	0	0
ENSDART00000171356.1	339	186.213	0	0
ENSDART00000172182.1	413	258.717	0	0
ENSDART00000113019.2	414	259.699	0	0
ENSDART00000170523.1	375	221.244	0	0
ENSDART00000160187.1	385	231.055	0	0
ENSDART00000114271.3	416	261.673	0	0
ENSDART00000159161.1	423	268.611	0	0
ENSDART00000162061.1	314	162.36	0	0
ENSDART00000166882.1	420	265.638	0	0
ENSDART00000171020.1	383	229.101	0	0
ENSDART00000162456.1	366	212.425	0	0
ENSDART00000160762.1	345	192.029	0	0
ENSDART00000170804.1	366	212.425	0	0
ENSDART00000171132.1	338	185.245	0	0
ENSDART00000168177.1	3370	3215.07	98.4105	0.81049
ENSDART00000171570.1	1371	1216.07	0	0
ENSDART00000162578.1	3367	3212.07	334.628	2.75851
ENSDART00000007487.8	873	718.093	469	17.2937
ENSDART00000171860.1	754	599.093	0	0
ENSDART00000166941.1	754	599.093	0	0
ENSDART00000168926.1	1724	1569.07	2633	44.433
ENSDART00000169803.1	998	843.067	0	0
ENSDART00000162986.1	727	572.093	0	0
ENSDART00000167135.1	730	575.093	0	0
ENSDART00000164078.1	994	839.067	0	0
ENSDART00000162972.2	1568	1413.07	1.67822e-05	3.14471e-07
ENSDART00000158824.1	1553	1398.07	20	0.378789
ENSDART00000169180.1	3210	3055.07	406	3.51886
ENSDART00000006482.8	3144	2989.07	0	0
ENSDART00000160925.1	4365	4210.07	14.0756	0.0885265
